type	names	baking_powder	baking_soda	brown_sugar	butter	buttermilk	cake_mix	cream	egg	flour	juice	lard	margarine	milk	oil	salt	shortening	soymilk	sugar	water	yeast	ingredients
breakfast-bread	poppy-seed-bread-ii	0.25	0.0	0.0	0.333	0.0	0.0	0.0	5.25	24.0	2.0	0.0	0.0	12.0	8.0	0.25	0.0	0.0	18.0	0.0	0.0	3 cups all-purpose flour,  1 1/2 teaspoons salt,  1 1/2 teaspoons baking powder,  3 eggs,  1 1/2 cups milk,  1 cup vegetable oil,  2 1/4 cups white sugar,  1 1/2 tablespoons poppy seeds,  2 teaspoons vanilla extract,  2 teaspoons lemon extract,  2 teaspoons butter flavored extract,  1/4 cup orange juice,  3/4 cup confectioners' sugar,
breakfast-bread	poppy-seed-bread-with-glaze	0.25	0.0	0.0	0.333	0.0	0.0	0.0	5.25	24.0	2.0	0.0	0.0	12.0	10.664	0.25	0.0	0.0	18.0	0.0	0.0	3 cups all-purpose flour,  1 1/2 teaspoons salt,  1 1/2 teaspoons baking powder,  3 tablespoons poppy seeds,  1 1/2 teaspoons butter flavored extract,  1 1/3 cups vegetable oil,  3 eggs,  1 1/2 cups milk,  2 1/4 cups white sugar,  1 1/2 teaspoons vanilla extract,  1 1/2 teaspoons almond extract,  1/4 cup orange juice,  1/2 teaspoon butter flavored extract,  1/2 teaspoon almond extract,  1 teaspoon vanilla extract,  2 cups confectioners' sugar,
breakfast-bread	pull-apart-easter-blossom-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	4.0	0.0	0.5	6 cups all-purpose flour, or more if needed (divided),  1 tablespoon rapid rise yeast,  1/2 cup white sugar,  1/4 teaspoon salt,  &nbsp;,  1/2 cup unsalted butter,  1 3/4 cups milk,  3 eggs, beaten,  1 lemon, zested and juiced,  &nbsp;,  1 egg yolk,  1 tablespoon water,  &nbsp;,  1/2 cup seedless raspberry jam,  1 cup confectioners' sugar,
breakfast-bread	pumpkin-bread-i	0.083	0.333	0.0	0.0	0.0	0.0	0.0	7.0	28.0	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	24.0	2.0	0.0	3 1/2 cups all-purpose flour,  2 teaspoons baking soda,  1 teaspoon salt,  1/2 teaspoon baking powder,  3 cups white sugar,  1 teaspoon ground cinnamon,  1 teaspoon pumpkin pie spice,  1 cup applesauce,  4 eggs,  1 (15 ounce) can pumpkin puree,  1/4 cup water,  1/2 cup chopped walnuts (optional),
breakfast-bread	pumpkin-bread-ii	0.167	0.25	0.0	0.0	0.0	0.0	0.0	7.0	28.0	0.0	0.0	0.0	0.0	8.0	0.25	0.0	0.0	24.0	0.0	0.0	1 (15 ounce) can pumpkin puree,  1 cup vegetable oil,  4 eggs,  3 1/2 cups all-purpose flour,  3 cups white sugar,  1 1/2 teaspoons baking soda,  1 1/2 teaspoons salt,  1 1/2 teaspoons ground allspice,  1 1/2 teaspoons ground nutmeg,  2 teaspoons ground cinnamon,  1/2 cup chopped walnuts,  1 teaspoon baking powder,
breakfast-bread	pumpkin-bread-iii	0.0	0.333	0.0	0.0	0.0	0.0	0.0	7.0	24.0	0.0	0.0	0.0	0.0	8.0	0.25	0.0	0.0	24.0	5.328	0.0	3 cups all-purpose flour,  3 cups white sugar,  1 teaspoon ground cinnamon,  1 teaspoon ground nutmeg,  1 teaspoon ground allspice,  1 1/2 teaspoons salt,  2 teaspoons baking soda,  1 cup vegetable oil,  2/3 cup water,  1 cup canned pumpkin,  4 eggs,
breakfast-bread	pumpkin-bread-iv	0.25	0.25	0.0	0.0	0.0	0.0	0.0	10.5	38.0	0.0	0.0	0.0	0.0	12.0	0.25	0.0	0.0	32.0	0.0	0.0	3 cups canned pumpkin puree,  1 1/2 cups vegetable oil,  4 cups white sugar,  6 eggs,  4 3/4 cups all-purpose flour,  1 1/2 teaspoons baking powder,  1 1/2 teaspoons baking soda,  1 1/2 teaspoons salt,  1 1/2 teaspoons ground cinnamon,  1 1/2 teaspoons ground nutmeg,  1 1/2 teaspoons ground cloves,
breakfast-bread	pumpkin-bread-v	0.333	0.042	8.0	0.0	0.0	0.0	0.0	3.5	16.0	0.0	0.0	0.0	2.0	0.0	0.083	2.664	0.0	0.0	0.0	0.0	2 cups all-purpose flour,  2 teaspoons baking powder,  1/2 teaspoon salt,  1/2 teaspoon pumpkin pie spice,  1/4 teaspoon baking soda,  1/4 teaspoon ground cloves,  1 cup packed brown sugar,  1/3 cup butter flavored shortening,  2 eggs,  1 cup pumpkin puree,  1/4 cup milk,  1/2 cup raisins (optional),  1/4 cup chopped walnuts (optional),
breakfast-bread	pumpkin-coconut-bread	0.0	0.333	8.0	0.0	0.0	0.0	0.0	7.0	28.0	0.0	0.0	0.0	0.0	8.0	0.333	0.0	0.0	16.0	5.328	0.0	2 cups white sugar,  1 cup packed brown sugar,  1 cup vegetable oil,  4 eggs,  1 (15 ounce) can pumpkin puree,  3 1/2 cups all-purpose flour,  2 teaspoons baking soda,  2 teaspoons salt,  1/2 teaspoon ground cloves,  1 1/2 teaspoons ground cinnamon,  1 teaspoon ground allspice,  1 teaspoon ground nutmeg,  2/3 cup water,  1 cup flaked coconut,  1/2 cup chopped walnuts,
breakfast-bread	pumpkin-pie-bread	0.167	0.333	0.0	0.0	0.0	0.0	0.0	7.0	28.0	0.0	0.0	0.0	0.0	8.0	0.167	0.0	0.0	24.0	4.0	0.0	3 1/2 cups all-purpose flour,  2 teaspoons baking soda,  1 teaspoon baking powder,  3 teaspoons pumpkin pie spice,  1 teaspoon salt,  3 cups white sugar,  1 cup vegetable oil,  4 eggs,  1 (15 ounce) can pumpkin puree,  1/2 cup water,
breakfast-bread	pumpkin-tea-bread	0.083	0.333	0.0	0.0	0.0	0.0	0.0	3.5	18.0	2.0	0.0	4.0	0.0	0.0	0.083	0.0	0.0	12.0	0.0	0.0	1/2 cup margarine,  1 1/2 cups white sugar,  2 eggs,  1 cup canned pumpkin,  1 tablespoon orange zest,  1/4 cup orange juice,  2 1/4 cups all-purpose flour,  1/2 teaspoon baking powder,  2 teaspoons baking soda,  1/2 teaspoon salt,  1/2 teaspoon ground cinnamon,  1/2 teaspoon ground cloves,  1/2 cup chopped walnuts,  1/2 cup chopped pitted dates,
breakfast-bread	pumpkin-yeast-bread	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0	2.0	0.0	0.125	0.0	0.0	0.0	5.0	0.375	5/8 cup warm water,  1/2 cup canned pumpkin puree,  1/4 cup margarine,  1/4 cup nonfat dry milk powder,  1/4 cup packed brown sugar,  1 teaspoon ground cinnamon,  3/4 teaspoon ground nutmeg,  3/4 teaspoon salt,  1/8 teaspoon ground ginger,  2 3/4 cups bread flour,  2 1/4 teaspoons active dry yeast,
breakfast-bread	raisin-bread-i	0.5	0.083	0.0	2.0	0.0	0.0	0.0	1.75	24.0	0.0	0.0	0.0	8.0	0.0	0.167	0.0	0.0	4.0	0.0	0.0	3 cups all-purpose flour,  1/2 cup white sugar,  3 teaspoons baking powder,  1/2 teaspoon baking soda,  1 teaspoon salt,  3/4 teaspoon ground cinnamon,  1 cup raisins,  1 egg,  1/4 cup melted butter,  1 cup milk,
breakfast-bread	raisin-bread-ii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.75	0.0	0.0	0.0	0.167	0.0	0.0	0.0	8.0	0.333	1 cup warm water (110 degrees F/45 degrees C),  1 1/2 tablespoons lard,  2 teaspoons active dry yeast,  1/2 cup raisins,  3 cups bread flour,  1 teaspoon salt,  1 teaspoon ground cinnamon,
breakfast-bread	raisin-bread-iii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	16.0	0.0	0.417	0.75	0.0	1.0	2.0	1.0	2 cups milk,  1 (.25 ounce) package active dry yeast,  1/4 cup warm water (110 degrees F/45 degrees C),  2 tablespoons white sugar,  1 1/2 tablespoons shortening,  2 1/2 teaspoons salt,  6 cups all-purpose flour,  2 cups raisins,
breakfast-bread	raisin-brown-bread	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.667	1.0	0.0	0.167	44.0	1.0	2 cups boiling water,  1 cup rolled oats,  2 tablespoons shortening,  3 tablespoons brown sugar,  4 teaspoons salt,  1 cup molasses,  1/2 cup warm water (110 degrees F/45 degrees C),  1 teaspoon white sugar,  2 tablespoons active dry yeast,  3 cups warm water (110 degrees F/45 degrees C),  12 cups bread flour,  1 1/2 cups raisins,  1 1/2 teaspoons ground cinnamon,
breakfast-bread	raisin-soy-bread	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	10.0	0.0	0.25	0.0	0.0	0.0	0.0	0.375	1 1/4 cups soy milk,  1 1/2 teaspoons salt,  2 tablespoons honey,  2 tablespoons butter, softened,  2 cups bread flour,  1 cup whole wheat flour,  1 cup soy flour,  2 teaspoons ground cinnamon,  2 1/4 teaspoons active dry yeast,  1 cup raisins,
breakfast-bread	sarahs-banana-bread-muffins	0.0	0.167	0.0	0.0	0.0	0.0	0.0	1.75	16.0	0.0	0.0	0.0	0.0	4.0	0.083	0.0	0.0	8.0	0.0	0.0	1 cup white sugar,  1 egg,  2 cups all-purpose flour,  1/2 teaspoon salt,  1/2 cup vegetable oil,  3 ripe bananas, mashed,  1/4 cup chopped walnuts,  1 teaspoon baking soda,
breakfast-bread	seeduction-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	24.0	0.0	0.0	0.0	0.0	1.0	0.25	0.0	0.0	0.0	10.0	1.0	1 1/4 cups warm water (105 degrees to 115 degrees),  2 tablespoons molasses,  2 tablespoons honey,  1 (.25 ounce) envelope active dry yeast,  2 tablespoons canola oil,  2 cups unbleached all-purpose flour,  1 cup whole wheat flour,  1 1/2 teaspoons sea salt,  3 tablespoons raw pumpkin seeds,  2 tablespoons raw sunflower seeds,  1 tablespoon poppy seeds,  2 tablespoons millet seed,  3 tablespoons malted barley flour,  1 tablespoon wheat gluten,  1 egg white, beaten,  1 teaspoon millet seed,
breakfast-bread	seminole-pumpkin-bread	0.667	0.167	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	4.5	8.0	0.0	1 (15 ounce) can pumpkin puree,  4 cups all-purpose flour,  4 teaspoons baking powder,  1 teaspoon baking soda,  1/2 cup white sugar,  1 cup water,  1 quart vegetable oil for frying,  1 tablespoon white sugar,
breakfast-bread	special-banana-bread	0.0	0.333	0.0	0.0	0.0	0.0	0.0	7.0	18.0	0.0	0.0	0.0	0.0	0.0	0.167	8.0	0.0	16.0	0.0	0.0	1 cup shortening,  2 cups white sugar,  6 very ripe bananas, mashed,  4 eggs,  2 1/4 cups all-purpose flour,  1 teaspoon salt,  2 teaspoons baking soda,  2 teaspoons ground cinnamon,  1 teaspoon ground cloves,  1 teaspoon freshly grated nutmeg,  1 cup chopped walnuts,
breakfast-bread	special-pumpkin-bread	0.0	0.167	8.0	0.0	0.0	0.0	2.0	8.75	16.0	0.0	0.0	0.0	0.0	10.0	0.167	0.0	0.0	8.0	0.0	0.0	1 1/4 cups vegetable oil,  2 cups pumpkin puree,  1 cup packed brown sugar,  1 cup white sugar,  2 (3.5 ounce) packages instant coconut cream pudding mix,  1 teaspoon baking soda,  5 eggs,  2 cups all-purpose flour,  1 teaspoon salt,  1 teaspoon ground cinnamon,  1 cup chopped walnuts (optional),
breakfast-bread	steamed-black-bread	0.0	0.333	0.0	16.0	16.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	1.5	0.0	0.0	2 cups buttermilk,  1/2 cup molasses,  1 tablespoon vegetable oil,  3 tablespoons white sugar,  salt to taste,  2 teaspoons baking soda,  1 1/2 cups all-purpose flour,  2 cups graham flour,
breakfast-bread	strawberry-bread-i	0.0	0.167	0.0	0.0	0.0	0.0	0.0	7.0	24.0	0.0	0.0	0.0	0.0	10.0	0.167	0.0	0.0	16.0	0.0	0.0	3 cups all-purpose flour,  2 cups white sugar,  1 teaspoon ground cinnamon,  1 teaspoon salt,  1 teaspoon baking soda,  4 eggs,  1 1/4 cups vegetable oil,  1 cup chopped pecans,  1 (10 ounce) package frozen strawberries, thawed,
breakfast-bread	strawberry-bread-ii	0.167	0.167	0.0	4.0	0.0	0.0	0.0	3.5	16.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1/2 cup butter, softened,  1 cup white sugar,  2 eggs, separated,  2 cups all-purpose flour,  1 teaspoon baking powder,  1 teaspoon baking soda,  1/2 teaspoon almond extract,  1 (10 ounce) package frozen strawberries - thawed, drained and juice reserved,
breakfast-bread	strawberry-oatmeal-cream-cheese-bread	0.0	0.0	0.0	0.5	0.0	0.0	2.664	0.0	12.0	0.0	0.0	0.0	2.664	0.0	0.167	0.0	0.0	0.0	0.0	0.25	1/3 cup milk,  1/3 cup strawberries, mashed,  1/3 cup cream cheese, diced,  1 tablespoon butter,  2 tablespoons honey,  1 teaspoon salt,  1/2 cup rolled oats,  1 1/2 cups bread flour,  1 1/2 teaspoons active dry yeast,
breakfast-bread	strawnana-bread	0.0	0.167	0.0	0.0	0.0	0.0	0.0	7.0	24.0	0.0	0.0	0.0	0.0	8.0	0.083	0.0	0.0	16.0	0.0	0.0	4 eggs, lightly beaten,  2 cups white sugar,  1 1/2 cups strawberries, mashed,  1 cup mashed bananas,  1 tablespoon orange zest,  1 cup vegetable oil,  3 cups all-purpose flour,  1 teaspoon baking soda,  1 1/2 teaspoons ground cinnamon,  1/2 teaspoon salt,  1/4 teaspoon ground nutmeg,  1 cup chopped walnuts,
breakfast-bread	super-moist-pumpkin-bread	0.0	0.333	16.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	5.328	8.0	0.167	0.0	0.0	5.328	0.0	0.0	3 1/2 cups all-purpose flour,  2 cups packed dark brown sugar,  2/3 cup white sugar,  2 cups pumpkin puree,  1 cup vegetable oil,  2/3 cup coconut milk,  2 teaspoons baking soda,  1 teaspoon salt,  1 teaspoon ground nutmeg,  1 1/2 teaspoons ground cinnamon,  2/3 cup flaked coconut,  1 cup toasted walnuts, chopped,
breakfast-bread	swedish-limpu-bread	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.5	44.0	0.0	0.0	0.0	0.0	1.0	0.333	0.0	0.0	0.0	16.0	2.0	5 1/2 cups all-purpose flour,  2 (.25 ounce) packages active dry yeast,  2 cups water,  1/2 cup packed brown sugar,  2 tablespoons vegetable oil,  2 teaspoons salt,  2 teaspoons orange zest,  1 1/2 teaspoons caraway seed,  1 1/2 teaspoons fennel seed,  2 eggs, room temperature,  2 cups rye flour,
breakfast-bread	the-greatest-banana-bread	0.0	0.167	0.0	2.5	2.5	0.0	0.0	3.5	14.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	1 3/4 cups all-purpose flour,  1 cup white sugar,  1 teaspoon baking soda,  3 ripe bananas, mashed,  2 eggs,  1/2 cup vegetable oil,  5 tablespoons buttermilk,  1 teaspoon vanilla extract,  1/2 cup chopped walnuts,
breakfast-bread	three-c-bread	0.167	0.167	0.0	0.0	0.0	0.0	0.0	5.25	20.0	0.0	0.0	0.0	4.0	4.0	0.083	0.0	0.0	8.0	0.0	0.0	3 eggs, beaten,  1/2 cup vegetable oil,  1/2 cup milk,  2 1/2 cups sifted all-purpose flour,  1 cup white sugar,  1 teaspoon baking powder,  1 teaspoon baking soda,  1 teaspoon ground cinnamon,  1/2 teaspoon salt,  2 cups grated carrots,  1 (3.5 ounce) package flaked coconut,  1/2 cup maraschino cherries, chopped,  1/2 cup raisins,  1/2 cup chopped pecans,
breakfast-bread	we-be-jammin-jamaican-banana-bread	0.333	0.083	0.0	1.0	0.0	0.0	1.0	1.75	16.0	0.333	0.0	0.0	4.0	0.0	0.021	0.0	0.0	8.0	0.0	0.0	2 tablespoons unsalted butter, softened,  2 tablespoons cream cheese,  1 cup white sugar,  1 egg,  2 cups all-purpose flour,  2 teaspoons baking powder,  1/2 teaspoon baking soda,  1/8 teaspoon salt,  1 cup mashed overripe bananas,  1/2 cup milk,  2 tablespoons dark rum, or rum flavoring,  1/2 teaspoon lime zest,  2 teaspoons lime juice,  1 teaspoon vanilla extract,  1/4 cup chopped toasted pecans,  1/4 cup flaked coconut,  &nbsp;,  Topping,  1/4 cup brown sugar,  2 teaspoons unsalted butter,  2 teaspoons lime juice,  2 teaspoons dark rum, or rum flavoring,  2 tablespoons chopped toasted pecans,  2 tablespoons flaked coconut,
breakfast-bread	wheat-and-barley-bread	0.0	0.167	0.0	10.0	10.0	0.0	0.0	1.75	16.0	0.0	0.0	0.0	0.0	0.0	0.167	1.0	0.0	6.0	0.0	0.0	3/4 cup wheat and barley nugget cereal (e.g. Grape-Nuts&#8482;),  1 1/4 cups buttermilk,  1 egg,  3/4 cup white sugar,  1 teaspoon baking soda,  1 teaspoon salt,  2 cups all-purpose flour,  2 tablespoons melted shortening,
breakfast-bread	whole-wheat-banana-nut-bread	0.0	0.167	0.0	0.0	0.0	0.0	0.0	3.5	14.0	0.0	0.0	0.0	0.0	2.664	0.083	0.0	0.0	0.0	2.0	0.0	1/3 cup vegetable oil,  1/2 cup honey,  1 teaspoon vanilla extract,  2 eggs,  1 cup mashed bananas,  1 3/4 cups whole wheat flour,  1/2 teaspoon salt,  1 teaspoon baking soda,  1/4 cup hot water,  1/2 cup chopped walnuts,
breakfast-bread	whole-wheat-chocolate-banana-bread	0.333	0.083	0.0	0.0	0.0	0.0	0.0	3.5	14.0	0.167	0.0	0.0	2.664	0.5	0.083	0.0	0.0	6.0	0.0	0.0	1/3 cup skim milk,  1 teaspoon lemon juice,  1 3/4 cups whole wheat flour,  1/2 cup unsweetened cocoa powder,  2 teaspoons baking powder,  1/2 teaspoon baking soda,  1 teaspoon ground cinnamon,  1 teaspoon ground nutmeg,  1/2 teaspoon salt,  2 large eggs,  3/4 cup white sugar,  3 ripe bananas, mashed,  1 tablespoon canola oil,  1 teaspoon vanilla extract,
breakfast-bread	whole-wheat-molasses-flat-bread	0.208	0.0	0.0	0.5	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.667	0.208	0.0	0.0	0.0	7.0	0.0	2 cups whole wheat flour,  1 cup all-purpose flour,  1 1/4 teaspoons baking powder,  1 1/4 teaspoons salt,  4 teaspoons vegetable oil,  7/8 cup boiling water,  3 tablespoons honey,  3 tablespoons molasses,  1 tablespoon butter, melted (optional),
breakfast-bread	yummy-lemon-bread	0.167	0.0	0.0	3.0	0.0	0.0	0.0	3.5	12.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	6 tablespoons butter, melted,  1 cup white sugar,  1/2 cup milk,  2 eggs,  1 1/2 cups all-purpose flour,  1 teaspoon baking powder,  1 tablespoon grated lemon zest,  1/2 cup chopped walnuts,  2 tablespoons lemon juice,  2 tablespoons confectioners' sugar,
breakfast-bread	zadis-potato-bread	0.0	0.0	0.0	4.664	2.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.667	0.0	0.0	2.664	32.0	2.0	4 cups water,  1/3 cup butter,  1/3 cup white sugar,  1/4 cup dry buttermilk powder,  4 teaspoons salt,  2 (.25 ounce) packages active dry yeast,  1 cup instant mashed potato flakes,  10 cups bread flour, divided,
breakfast-bread	zucchini-bread	0.042	0.167	0.0	0.0	0.0	0.0	4.0	5.25	24.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	16.0	0.0	0.0	3 cups all-purpose flour,  3 eggs,  2 cups white sugar,  1 cup vegetable oil,  2 cups grated zucchini,  1 cup semisweet chocolate chips,  1 teaspoon ground cinnamon,  1 teaspoon baking soda,  1/4 teaspoon baking powder,  1/2 cup sour cream,
breakfast-bread	zucchini-bread-ii	0.25	0.167	13.328	0.0	0.0	0.0	0.0	5.25	24.0	0.0	0.0	0.0	0.0	6.0	0.167	0.0	0.0	0.0	0.0	0.0	3 eggs,  3/4 cup vegetable oil,  1 2/3 cups packed brown sugar,  2 cups grated zucchini,  2 teaspoons vanilla extract,  3 cups all-purpose flour,  3 teaspoons ground cinnamon,  1 1/2 teaspoons baking powder,  1 teaspoon baking soda,  1 teaspoon salt,  1/2 cup raisins,  1/2 cup chopped walnuts,
breakfast-bread	zucchini-bread-iii	0.042	0.333	12.0	0.0	0.0	0.0	0.0	5.25	16.0	0.0	0.0	0.0	0.0	8.0	0.167	0.0	0.0	0.0	0.0	0.0	3 eggs,  1 cup vegetable oil,  1 1/2 cups packed brown sugar,  2 cups grated zucchini,  2 teaspoons vanilla extract,  1 cup all-purpose flour,  1 cup whole wheat flour,  1/4 teaspoon baking powder,  2 teaspoons baking soda,  1 teaspoon salt,  3 teaspoons ground cinnamon,  1 cup raisins (optional),  1 cup chopped walnuts (optional),  1/4 cup wheat germ,
breakfast-bread	zucchini-bread-iv	0.042	0.167	0.0	0.0	0.0	0.0	0.0	5.25	24.0	0.0	0.0	0.0	0.0	8.0	0.167	0.0	0.0	16.0	0.0	0.0	3 eggs,  1 cup vegetable oil,  2 cups white sugar,  2 cups grated zucchini,  2 teaspoons vanilla extract,  3 cups all-purpose flour,  3 teaspoons ground cinnamon,  1 teaspoon baking soda,  1/4 teaspoon baking powder,  1 teaspoon salt,  1/2 cup chopped walnuts,
breakfast-bread	zucchini-bread-pumpkin-style	0.25	0.25	0.0	0.0	0.0	0.0	0.0	10.5	38.0	0.0	0.0	0.0	0.0	12.0	0.25	0.0	0.0	32.0	0.0	0.0	3 medium zucchini, cut into chunks,  4 3/4 cups all-purpose flour,  1 1/2 teaspoons baking powder,  1 1/2 teaspoons baking soda,  1 1/2 teaspoons salt,  1 1/2 teaspoons ground cinnamon,  1 1/2 teaspoons ground nutmeg,  1 1/2 teaspoons ground cloves,  1 1/2 cups vegetable oil,  6 eggs,  4 cups white sugar,
breakfast-bread	zucchini-bread-v	0.042	0.167	0.0	0.0	0.0	0.0	0.0	5.25	24.0	0.0	0.0	0.0	0.0	8.0	0.083	0.0	0.0	16.0	0.0	0.0	2 cups white sugar,  1 cup vegetable oil,  3 eggs,  1 teaspoon vanilla extract,  2 cups grated zucchini,  3 cups all-purpose flour,  1 teaspoon baking soda,  1/4 teaspoon baking powder,  1/2 teaspoon salt,  1 teaspoon ground ginger,  1/2 teaspoon ground cloves,  1 cup chopped walnuts (optional),  1/2 cup raisins,
breakfast-bread	zucchini-bread-vii	0.083	0.167	0.0	0.0	0.0	0.0	8.0	5.25	24.0	0.0	0.0	0.0	0.0	8.0	0.167	0.0	0.0	16.0	0.0	0.0	3 cups all-purpose flour,  1 teaspoon baking soda,  1/2 teaspoon baking powder,  1 teaspoon salt,  2 cups sugar,  1 cup vegetable oil,  3 eggs,  1 teaspoon vanilla extract,  1 cup sour cream,  2 cups shredded zucchini,  1 cup chopped walnuts,
breakfast-bread	zucchini-chip-bread	0.042	0.167	0.0	0.0	0.0	0.0	0.0	5.25	24.0	0.0	0.0	0.0	0.0	4.0	0.167	0.0	0.0	16.0	0.0	0.0	3 cups all-purpose flour,  2 cups sugar,  1 teaspoon baking soda,  1 teaspoon salt,  1 teaspoon ground nutmeg,  1/2 teaspoon ground cinnamon,  1/4 teaspoon baking powder,  3 eggs,  1/2 cup unsweetened applesauce,  1/2 cup vegetable oil,  1 tablespoon grated orange peel,  2 teaspoons vanilla extract,  2 cups shredded zucchini,  1 cup chopped walnuts,  1 cup semisweet chocolate chips,
breakfast-bread	zucchini-pineapple-bread-ii	0.167	0.167	0.0	0.0	0.0	0.0	0.0	5.25	24.0	0.0	0.0	0.0	0.0	8.0	0.167	0.0	0.0	16.0	0.0	0.0	3 eggs, beaten,  2 cups white sugar,  1 teaspoon vanilla extract,  1 cup vegetable oil,  2 cups grated zucchini,  3 cups all-purpose flour,  1 teaspoon baking soda,  1 teaspoon baking powder,  1 teaspoon salt,  1/2 cup raisins,  1 cup chopped pecans,  1 cup crushed pineapple, drained,
breakfast-bread	ozs-banana-nut-and-raisin-bread-for-abm	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	8.0	0.0	0.167	0.0	0.0	1.0	0.0	0.417	1 cup milk, room temperature,  2 tablespoons butter, softened,  2 ripe bananas,  3 1/2 cups all-purpose flour,  2 tablespoons white sugar,  1 teaspoon salt,  1 teaspoon ground cinnamon,  2 1/2 teaspoons active dry yeast or bread machine yeast,  1/2 cup raisins,  1/2 cup walnuts,
brownies	almond-coconut-brownies	0.0	0.0	0.0	12.0	0.0	0.0	0.0	5.25	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	1 1/2 cups butter (no substitutes),  4 (1 ounce) squares unsweetened chocolate,  2 1/4 cups sugar,  3 eggs, beaten,  1 cup all-purpose flour,  3/4 cup chopped slivered almonds,  1 teaspoon vanilla extract,  FILLING:,  1 cup sugar,  1 cup milk,  24 large marshmallows,  1 (14 ounce) package flaked coconut,  TOPPING:,  1 cup semisweet chocolate chips,  3/4 cup sugar,  1/4 cup butter (no substitutes),  1/4 cup milk,  1/4 cup chopped slivered almonds, toasted,
brownies	amazingly-delicious-whole-grain-brownies	0.042	0.0	0.0	4.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	6.0	0.0	0.0	1/4 cup applesauce,  3/4 cup white sugar,  2 egg whites,  1/4 cup butter, melted,  1/4 cup buttermilk,  1 teaspoon vanilla extract,  1/2 teaspoon coffee flavored extract,  1/3 cup unsweetened cocoa powder,  1/4 cup all-purpose flour,  1/4 cup whole wheat pastry flour,  1/4 teaspoon baking powder,  1/4 teaspoon salt,  1/2 cup chopped walnuts (optional),  1/2 cup chocolate chips (optional),
brownies	apple-brownies	0.083	0.083	0.0	4.0	0.0	0.0	0.0	1.75	8.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	8.0	0.0	0.0	1/2 cup butter, melted,  1 cup white sugar,  1 egg,  3 medium apples - peeled, cored and thinly sliced,  1/2 cup chopped walnuts,  1 cup all-purpose flour,  1/4 teaspoon salt,  1/2 teaspoon baking powder,  1/2 teaspoon baking soda,  1 teaspoon ground cinnamon,
brownies	applesauce-brownies-i	0.0	0.167	0.0	0.0	0.0	0.0	0.0	3.5	16.0	0.0	0.0	4.0	0.0	0.0	0.25	0.0	0.0	13.0	0.0	0.0	1 1/2 cups white sugar,  1/2 cup margarine,  2 eggs,  2 tablespoons unsweetened cocoa powder,  1 1/2 teaspoons salt,  2 cups applesauce,  1 teaspoon baking soda,  1 teaspoon ground cinnamon,  2 cups all-purpose flour,  2 tablespoons white sugar,  1 cup semisweet chocolate chips,  1 cup chopped walnuts,
brownies	applesauce-brownies-ii	0.083	0.042	0.0	0.0	0.0	0.0	0.0	3.5	8.0	0.0	0.0	0.0	0.0	0.0	0.042	4.0	0.0	8.0	0.0	0.0	1/2 cup shortening,  2 (1 ounce) squares unsweetened chocolate,  1 cup white sugar,  2 eggs, beaten,  1/2 cup applesauce,  1 teaspoon vanilla extract,  1 cup sifted all-purpose flour,  1/2 teaspoon baking powder,  1/4 teaspoon baking soda,  1/4 teaspoon salt,
